Zones,1,4,7,9,12,14,16,19
1,0,0.777451,1.65031,1.85522,1.80017,2.95457,2.11074,2.80386
4,0.753052,0,0.872856,1.2062,2.55322,3.00899,2.16517,2.55095
7,1.5627,0.809648,0,1.62602,3.35761,3.51476,2.69269,1.67809
9,1.6402,1.22736,1.83504,0,1.73158,1.88874,1.06667,3.51314
12,1.80114,2.57859,3.45145,1.62227,0,1.6,1.84687,4.605
14,2.86949,3.16104,4.02613,2.19109,1.60003,0,1.18741,3.2007
16,1.82554,2.1171,2.83998,1.00494,1.85682,0.958112,0,3.21431
19,2.8,2.10972,1.30008,2.46401,3.44393,1.8439,2.22228,0
